"","Series.Name","Series.Code","Country.Name","Country.Code","YR1992","YR1993","YR1994","YR1995","YR1996","YR1997","YR1998","YR1999","YR2000","YR2001","YR2002","YR2003","YR2004","YR2005","YR2006","YR2007","YR2008","YR2009","YR2010","YR2011","YR2012","YR2013","YR2014","YR2015","YR2016"
"740","Agricultural land (sq. km)","AG.LND.AGRI.K2","Iceland","ISL",19010,19000,19000,18990,18970,18950,18910,18890,18890,18890,18870,18850,18840,18820,18810,18760,18760,18750,18740,18731.9995117188,18721.9995117188,18721.9995117188,18721.9995117188,18720,18720
"741","Agricultural land (sq. km)","AG.LND.AGRI.K2","India","IND",1813050,1813820,1812910,1809450,1805890,1809810,1808740,1810210,1809750,1804870,1805600,1802490,1803750,1801260,1799060,1796200,1797570,1800680,1795730,1796700,1796420,1796980,1797210,1797210,1797210
"742","Agricultural land (sq. km)","AG.LND.AGRI.K2","Indonesia","IDN",413510,420160,419710,429780,429680,435270,438770,458770,471770,477000,481810,510060,533660,518460,515000,530000,540000,556000,556000,565000,565000,570000,570000,570000,570000
"743","Agricultural land (sq. km)","AG.LND.AGRI.K2","Iran, Islamic Rep.","IRN",637870,641520,641570,642080,644270,638320,647870,636870,628840,638230,640440,642650,644860,476310,478520,480730,466850,466861.9921875,465393.984375,463926.015625,462458.0078125,459540,459540,459540,459540
"744","Agricultural land (sq. km)","AG.LND.AGRI.K2","Iraq","IRQ",95500,98700,93500,91000,91000,86600,89000,87500,83000,84900,88400,86900,86900,93900,89900,91400,81900,78500,82200,85500,85685,88637.5,92690,93000,93000
"745","Agricultural land (sq. km)","AG.LND.AGRI.K2","Ireland","IRL",44130,44040,43900,43890,43410,44310,44160,44180,44120,44100,43730,43700,43050,43020,42600,42760,42001.0009765625,41890,45680,45550,45330,44770,44660,44300,44460
"746","Agricultural land (sq. km)","AG.LND.AGRI.K2","Isle of Man","IMN",404.000015258789,407.999992370605,412.999992370605,417.000007629395,420.999984741211,425,430,434.000015258789,437.999992370605,442.000007629395,454.000015258789,457.700004577637,457.999992370605,461.100006103516,423.600006103516,421.199989318848,442.799987792969,434.199981689453,433.800010681152,426.100006103516,384.000015258789,387.999992370605,389.000015258789,404.000015258789,397.999992370605
"747","Agricultural land (sq. km)","AG.LND.AGRI.K2","Israel","ISR",5770,5770,5790,5730,5640,5630,5620,5590,5660,5610,5630,5510,5135,5145,5087.99987792969,5180.99975585938,5155.99975585938,5225.99975585938,5045,5170,5262.00012207031,5202.99987792969,5377.00012207031,5339.00024414063,5320
"748","Agricultural land (sq. km)","AG.LND.AGRI.K2","Italy","ITA",159780,159100,157020,153330,153490,153450,154840,157990,156370,155020,152730,149070,148830,147360,142030,141620,144572.001953125,139824.00390625,143277.998046875,138525.99609375,137290,136300,131620,129450,127170
"749","Agricultural land (sq. km)","AG.LND.AGRI.K2","Jamaica","JAM",4760,5030,5000,4970,4940,4890,4840,4820,4790,4790,4740,4740,4720,4670,4670,4640,4490,4490,4440,4440,4440,4440,4440,4440,4440
"750","Agricultural land (sq. km)","AG.LND.AGRI.K2","Japan","JPN",56150,55740,55330,54430,53990,53540,53100,52710,52580,47930,47630,47360,47140,46920,46710,46500,46280,46090,45930,45610,45490,45380,45180,44960,44710
